rank ,name ,revenues,revenue_percent_change,profits,profits_percent_change,assets,market_value,change_in_rank,employees
741,H&R Block,3588.6,35.9,683.9,,4014.4,4284.6,70.0,38000.0
742,iHeartMedia,3558.3,20.7,159.2,,8881.3,2728.1,11.0,9990.0
743,Super Micro Computer,3557.4,6.5,111.9,32.7,2242.0,1963.0,-50.0,4155.0
744,Flowserve,3541.1,-5.0,125.9,-3.4,4749.8,4681.4,-101.0,16000.0
745,Charles River Laboratories International,3540.2,21.1,391.0,7.3,7024.3,14425.4,15.0,19300.0
746,A.O. Smith,3538.9,22.2,487.1,41.2,3474.4,10032.2,21.0,13700.0
747,New Residential Investment,3533.1,512.8,772.2,,39742.2,5125.0,0.0,12296.0
748,Medical Mutual of Ohio,3514.8,-0.3,78.3,-22.0,2646.4,,-81.0,2834.0
749,Granite Construction,3501.9,-1.7,10.1,,2494.9,1504.7,-86.0,2600.0
750,Valmont Industries,3501.6,20.9,195.6,39.0,3447.2,5083.4,16.0,11041.0
751,Sprague Resources,3498.2,49.8,68.9,-303.8,1418.3,433.7,135.0,757.0
752,Primoris Services,3497.6,0.2,115.6,10.1,2543.3,1269.8,-79.0,10810.0
753,Cboe Global Markets,3494.8,2.0,529.0,13.0,6814.5,12148.2,-74.0,1196.0
754,Carter's,3486.4,15.3,339.7,209.7,3201.8,3763.4,-9.0,15900.0
755,TopBuild,3486.2,28.3,324.0,31.2,4258.5,5987.1,40.0,13006.0
756,SiteOne Landscape Supply,3475.7,28.5,238.4,96.5,2116.1,7255.5,46.0,5475.0
757,Texas Roadhouse,3463.9,44.4,245.3,684.8,2512.0,5787.8,103.0,73300.0
758,Akamai Technologies,3461.2,8.2,651.6,17.0,8138.7,19210.0,-47.0,8700.0
759,Acuity Brands,3461.0,4.0,306.3,23.4,3575.1,6628.9,-63.0,13000.0
759,Brown-Forman,3461.0,2.9,903.0,9.2,6522.0,31376.6,-70.0,4700.0
761,Navient,3454.0,-7.3,717.0,74.0,80605.0,2592.3,-117.0,5263.0
762,Coterra Energy,3449.0,135.2,1158.0,477.5,19900.0,21872.1,0.0,936.0
763,Option Care Health,3438.6,13.4,139.9,,2790.9,5139.0,-19.0,6334.0
764,Floor & Decor Holdings,3433.5,41.5,283.2,45.3,3730.7,8573.8,92.0,9276.0
765,Public Storage,3415.8,17.2,1953.3,43.9,17380.9,68438.2,-3.0,5800.0
766,Cabot,3409.0,30.4,250.0,,3306.0,3871.1,47.0,4500.0
767,Crane Holdings,3408.0,16.0,435.4,140.6,4486.6,6158.9,-10.0,11000.0
768,Atmos Energy,3407.5,20.8,665.6,10.7,19608.7,16182.8,10.0,4684.0
769,Selective Insurance Group,3379.2,15.6,403.8,63.9,10461.4,5391.5,-8.0,2440.0
770,Take-Two Interactive Software,3372.8,9.2,588.9,45.6,6028.2,17744.1,-40.0,6495.0
771,Boyd Gaming,3369.8,54.7,463.8,,6224.2,7234.0,145.0,15114.0
772,Plexus,3368.9,-0.6,138.9,18.2,2461.9,2298.6,-87.0,19200.0
773,ScanSource,3364.2,-6.8,10.8,,1671.7,890.8,-118.0,2200.0
774,Franchise Group,3362.7,56.2,363.8,1351.4,3913.2,1669.6,150.0,11895.0
775,NLV Financial,3350.8,30.2,392.1,102.5,41942.4,,48.0,1157.0
776,CrossAmerica Partners,3350.5,87.1,21.7,-79.8,1270.1,826.5,0.0,2218.0
777,Mr. Cooper Group,3344.0,22.4,1454.0,376.7,14204.0,3369.4,15.0,8200.0
778,Fortinet,3342.2,28.8,606.8,24.2,5919.1,54957.1,38.0,10195.0
779,Brinker International,3337.8,8.4,131.6,439.3,2274.9,1701.9,-43.0,59491.0
780,Albemarle,3328.0,6.4,123.7,-67.1,10974.1,25899.4,-57.0,6000.0
781,Peabody Energy,3318.3,15.2,360.1,,4949.8,3391.5,-9.0,4900.0
782,Light & Wonder,3310.0,21.5,371.0,,7883.0,5679.7,12.0,5600.0
783,Evercore,3307.1,44.7,740.1,111.1,3802.7,4275.1,116.0,1940.0
784,Stewart Information Services,3305.8,44.5,323.2,108.7,2813.4,1635.1,114.0,7300.0
785,Central Garden & Pet,3303.7,22.6,151.7,25.7,3116.7,2286.5,19.0,6750.0
786,GMS,3298.8,1.8,105.6,351.5,2483.9,2142.1,-83.0,5843.0
787,H.B. Fuller,3278.0,17.5,161.4,30.5,4274.5,3505.2,-1.0,6500.0
788,Middleby,3250.8,29.3,488.5,135.7,6383.6,8961.1,49.0,10624.0
789,Renewable Energy Group,3244.1,51.8,213.8,74.1,2558.9,3056.2,139.0,1196.0
790,MSC Industrial Direct,3243.2,1.6,216.9,-13.6,2462.1,4758.3,-78.0,6472.0
791,Vishay Intertechnology,3240.5,29.5,298.0,142.4,3543.3,2840.1,49.0,22800.0
792,Applied Industrial Technologies,3235.9,-0.3,144.8,502.1,2271.8,3947.9,-91.0,5947.0
793,Lincoln Electric Holdings,3234.2,21.8,276.5,34.1,2592.3,8079.1,16.0,11000.0
794,First Horizon,3234.0,-4.6,999.0,18.2,89092.0,12542.9,-108.0,7676.0
795,Spirit Airlines,3230.8,78.5,472.6,,8540.0,2375.4,0.0,9823.0
796,AptarGroup,3227.2,10.2,244.1,14.0,4141.4,7702.9,-37.0,13000.0
797,Citrix Systems,3217.2,-0.6,307.5,-39.0,6975.5,12704.6,-90.0,9700.0
798,IDEXX Laboratories,3215.4,18.8,744.8,28.0,2437.2,46089.3,2.0,10350.0
799,Tetra Tech,3213.5,7.3,232.8,33.9,2576.6,8906.7,-51.0,21000.0
800,Lyft,3208.3,35.7,1009.4,,4773.9,13384.6,75.0,4453.0
801,Gannett,3208.1,-5.8,135.0,,2828.1,643.9,-118.0,16300.0
802,ResMed,3196.8,8.1,474.5,-23.7,4728.1,35463.3,-51.0,7970.0
803,Designer Brands,3196.6,43.0,154.5,,2014.6,991.4,104.0,13500.0
804,Graham Holdings,3186.0,10.3,352.1,17.2,7425.5,3000.6,-36.0,15048.0
805,Vroom,3184.3,134.5,370.9,,2366.8,364.7,0.0,1807.0
806,Worthington Industries,3171.4,3.7,723.8,818.6,3373.2,2537.8,-68.0,9000.0
807,Calumet Specialty Products Partners,3148.0,38.8,260.1,,2127.9,1070.8,96.0,1450.0
808,Xilinx,3147.6,-0.5,646.5,-18.4,5519.2,,-92.0,4890.0
809,TransUnion,3145.0,15.8,1387.1,304.2,12635.0,19882.6,-13.0,10200.0
810,Travel + Leisure,3134.0,45.1,308.0,,6588.0,4966.2,112.0,16800.0
811,Callaway Golf,3133.4,97.1,322.0,,7747.8,4337.1,0.0,24800.0
812,Dycom Industries,3130.5,-2.1,48.6,41.5,2118.2,2821.0,-102.0,15024.0
813,Columbia Sportswear,3126.4,25.0,354.1,227.8,3067.1,5840.4,28.0,8325.0
814,II-VI,3105.9,30.5,297.6,,6512.7,7708.2,54.0,22961.0
815,Change Healthcare,3090.4,1470.4,112.2,,10112.6,6799.3,0.0,15000.0
816,Grocery Outlet Holding,3079.6,-1.8,62.3,-41.6,2669.8,3148.0,-94.0,875.0
817,AMC Networks,3077.6,9.3,250.6,4.4,5748.9,1721.7,-38.0,1883.0
818,Hyster-Yale Materials Handling,3075.7,9.4,173.0,-566.3,1970.1,561.2,-36.0,8100.0
819,ChampionX,3075.0,61.8,113.3,,3534.7,4976.7,167.0,7000.0
820,Comfort Systems USA,3073.6,7.6,143.3,-4.5,2209.1,3200.5,-44.0,13200.0
821,EQT,3064.7,0.2,1155.8,,21607.4,12955.4,-82.0,693.0
822,Brown & Brown,3051.4,16.8,587.1,22.2,9795.4,20395.7,-8.0,12023.0
823,LGI Homes,3050.1,28.8,429.6,32.6,2351.9,2322.4,50.0,952.0
824,Hyatt Hotels,3028.0,46.6,222.0,,12603.0,10498.3,122.0,44000.0
825,Comerica,3024.0,-2.3,1168.0,146.4,94616.0,11854.4,-96.0,7442.0
826,Energizer Holdings,3021.5,5.6,160.9,,5007.5,2191.7,-51.0,6000.0
827,Hill-Rom Holdings,3018.7,4.8,248.5,11.4,4999.1,,-54.0,10000.0
828,Rackspace Technology,3009.5,11.2,218.3,,6328.7,2365.6,-29.0,6600.0
829,Verisk Analytics,2998.6,7.7,666.2,-6.5,7808.1,34616.2,-41.0,9367.0
830,Spectrum Brands Holdings,2998.1,-24.4,189.6,93.9,5340.4,3617.6,-209.0,12100.0
831,Euronet Worldwide,2995.4,20.7,70.7,,4744.3,6658.2,16.0,8800.0
832,TEGNA,2991.1,1.8,477.0,-1.2,6917.6,4962.6,-76.0,6200.0
833,Vontier,2990.7,10.6,413.0,20.8,4349.8,4087.8,-32.0,8500.0
834,Cadence Design Systems,2988.2,11.4,696.0,17.8,4386.3,45781.7,-29.0,9298.0
835,Incyte,2986.3,12.0,948.6,,4933.4,17577.6,-28.0,2094.0
836,Match Group,2983.3,24.8,277.7,116.0,5063.3,31007.0,28.0,2520.0
837,Valvoline,2981.0,26.7,420.0,32.5,3191.0,5660.5,43.0,9800.0
838,EnerSys,2977.9,-3.6,143.4,4.6,3462.8,3076.0,-107.0,11400.0
839,Avaya Holdings,2973.0,3.5,13.0,,5985.0,1076.0,-65.0,8063.0
840,UWM Holdings,2970.3,-39.9,98.4,-97.1,22528.4,7223.5,-311.0,8000.0
841,Zions Bancorp.,2970.0,1.0,1129.0,109.5,93200.0,9958.2,-87.0,9685.0
842,Quad/Graphics,2960.4,-1.6,37.8,,1890.0,388.5,-96.0,15100.0
843,MKS Instruments,2949.6,26.6,551.4,57.5,4540.3,8327.6,45.0,6200.0
844,Arista Networks,2948.0,27.2,840.9,32.5,5734.4,42773.4,45.0,2993.0
845,Interactive Brokers Group,2938.0,18.5,308.0,57.9,109113.0,27961.7,3.0,2571.0
846,Range Resources,2930.2,48.8,411.8,,6660.5,7964.0,120.0,527.0
847,Atkore,2928.0,65.9,587.9,286.0,2210.1,4415.6,0.0,3700.0
848,Cheesecake Factory,2927.5,47.6,72.4,,2798.1,2098.6,111.0,45800.0
849,First Solar,2923.4,7.8,468.7,17.7,7413.7,8904.4,-51.0,4800.0
850,Bio-Rad Laboratories,2922.5,14.8,4245.9,11.6,17775.8,16982.2,-21.0,7900.0
851,Cooper Cos.,2922.5,20.2,2944.7,1135.2,9606.2,20587.8,2.0,12000.0
852,Envista Holdings,2922.4,28.1,340.5,922.5,6574.2,7882.5,48.0,11200.0
853,Alight,2915.0,6.9,60.0,,10988.0,5542.2,0.0,16000.0
854,Newmark Group,2906.4,52.6,750.7,837.7,5216.2,3009.9,129.0,6169.0
855,PC Connection,2892.6,11.7,69.9,25.4,1083.4,1375.8,-38.0,2542.0
856,Host Hotels & Resorts,2890.0,78.4,11.0,,12352.0,13875.9,0.0,160.0
857,Boston Properties,2888.6,4.4,505.2,-42.1,22365.3,20179.9,-67.0,743.0
858,Western Midstream Partners,2877.2,3.8,916.3,73.9,11273.1,10177.4,-69.0,1127.0
859,Magellan Midstream Partners,2870.1,18.2,982.0,20.2,8030.0,10422.1,-4.0,1715.0
860,Hillenbrand,2864.8,13.8,249.9,,4014.9,3216.2,-24.0,10500.0
861,Donaldson,2853.9,10.5,286.9,11.6,2400.2,6416.4,-40.0,13100.0
862,Moog,2852.0,-1.1,157.2,1608.0,3433.2,2814.6,-91.0,14000.0
863,Hawaiian Electric Industries,2850.4,10.5,246.2,24.4,15822.6,4630.0,-41.0,3623.0
864,Five Below,2848.4,45.2,278.8,126.0,2880.5,8825.0,105.0,13150.0
865,Twilio,2841.8,61.3,949.9,,12998.6,29916.9,0.0,7867.0
866,Univision Communciations,2841.0,11.8,133.7,,14055.4,,-36.0,
867,Annaly Capital Management,2836.2,1188.5,2389.9,,76764.1,10281.0,0.0,171.0
868,Fleetcor Technologies,2833.7,18.6,839.5,19.2,13404.7,19398.4,-3.0,9700.0
869,West Pharmaceutical Services,2831.6,31.9,661.8,91.2,3313.8,30508.2,56.0,10065.0
870,Green Plains,2827.2,47.0,66.0,,2159.8,1662.5,107.0,859.0
871,Cracker Barrel Old Country Store,2821.4,11.8,254.5,,2391.7,2757.6,-38.0,70000.0
872,Virtu Financial,2811.5,-13.2,476.9,-26.5,10320.0,6622.1,-168.0,973.0
873,Teleflex,2809.6,10.7,485.4,44.7,6871.7,16642.1,-41.0,14000.0
874,Zynga,2800.5,41.8,104.2,,6358.9,10463.5,89.0,2952.0
875,ATI,2799.8,-6.1,38.2,,4285.2,3350.8,-126.0,6300.0
876,AppLovin,2793.1,92.5,35.4,,6163.6,20696.8,0.0,1594.0
877,Waters,2785.9,17.8,692.8,32.8,3094.9,18783.4,-3.0,7800.0
878,Mutual of America Life Insurance,2784.8,83.6,50.7,,28325.2,,0.0,1146.0
879,Hovnanian Enterprises,2782.9,18.7,607.8,1093.5,2320.5,371.9,6.0,1784.0
880,Amica Mutual Insurance,2777.9,1.8,117.1,-36.3,6937.3,,-87.0,3510.0
881,Caleres,2777.6,31.2,137.0,,1843.9,727.5,54.0,7200.0
882,FTI Consulting,2776.2,12.8,235.0,11.5,3100.9,5400.1,-30.0,6780.0
883,Overstock.com,2773.8,8.8,389.4,595.3,1066.0,1897.8,-56.0,1350.0
884,Visteon,2773.0,8.8,41.0,,2234.0,3056.1,-56.0,10000.0
885,G-III Apparel Group,2766.5,34.6,200.6,752.0,2742.5,1296.1,64.0,3250.0
886,ITT,2765.0,11.6,316.3,336.3,3565.4,6415.4,-37.0,9900.0
887,IDEX,2764.8,17.6,449.4,19.0,4917.2,14591.6,-6.0,7536.0
888,Popular,2764.8,6.2,934.9,84.5,75097.9,6252.3,-73.0,8351.0
889,Roku,2764.6,55.5,242.4,,4082.1,16949.3,0.0,3000.0
890,Schnitzer Steel Industries,2758.6,61.1,165.1,,1494.4,1445.2,0.0,3167.0
891,Brookdale Senior Living,2758.3,-22.1,99.3,-221.1,6410.5,1308.3,-226.0,28545.0
892,Werner Enterprises,2734.4,15.3,259.1,53.2,2603.7,2697.9,-21.0,13525.0
893,Americold Realty Trust,2714.8,36.6,30.5,-224.1,8216.2,7489.8,64.0,16275.0
894,SkyWest,2713.5,27.6,111.9,,7125.9,1457.6,36.0,15205.0
895,Primerica,2709.7,22.2,373.4,-3.3,16123.2,5326.8,14.0,3170.0
896,McAfee,2701.0,-7.1,849.0,,3422.0,,-132.0,2262.0
897,Nu Skin Enterprises,2695.7,4.4,147.3,-23.0,1906.5,2385.6,-77.0,19600.0
898,Copart,2692.5,22.1,936.5,33.8,4562.1,29798.8,12.0,8600.0
899,PROG Holdings,2677.9,7.8,243.6,,1621.8,1586.9,-53.0,2023.0
900,Splunk,2673.7,19.9,1339.1,,5790.9,23881.6,8.0,7000.0
901,MRC Global,2666.0,4.1,14.0,,1671.0,995.2,-75.0,2600.0
902,Stericycle,2646.9,-1.1,27.8,,5473.1,5415.5,-96.0,15465.0
903,Maxim Integrated Products,2632.5,20.1,827.3,26.4,4523.1,,9.0,7100.0
904,Ensign Group,2627.5,9.4,194.7,14.2,2850.6,4958.3,-45.0,25900.0
905,SM Energy,2622.9,132.8,36.2,,5234.0,4746.5,0.0,506.0
906,Kaiser Aluminum,2622.0,123.6,18.5,-164.2,2422.4,1493.9,0.0,3957.0
907,Federated Mutual Insurance,2612.2,14.1,320.1,61.5,10537.4,,-10.0,2702.0
908,F5,2603.4,10.7,331.2,7.7,4997.3,12691.2,-26.0,6429.0
909,Steelcase,2596.2,-30.3,26.1,-86.9,2354.0,1339.5,-264.0,11400.0
910,Encore Wire,2592.7,103.0,541.4,611.8,1530.5,2250.3,0.0,1440.0
911,Guess,2591.6,38.1,171.4,,2555.6,1305.5,79.0,12500.0
912,Playtika Holding,2583.0,8.9,308.5,235.0,2803.3,7965.8,-40.0,4000.0
913,Pinterest,2578.0,52.3,316.4,,3537.2,16196.9,0.0,3225.0
914,WeWork,2570.1,-24.8,4439.0,,21756.2,4937.4,0.0,4400.0
915,ManTech International,2554.0,1.4,137.0,13.7,2639.6,3517.6,-80.0,9800.0
916,BrightView Holdings,2553.6,8.8,46.3,,3237.6,1351.5,-32.0,20150.0
917,NortonLifeLock,2552.0,-33.9,554.0,-85.7,6361.0,15441.9,-286.0,2800.0
918,Deckers Outdoor,2545.6,19.4,382.6,38.5,2167.7,7457.8,11.0,3400.0
919,Griffon,2541.7,5.6,79.2,48.3,2604.7,1127.8,-61.0,6700.0
920,AMC Entertainment Holdings,2527.9,103.5,1269.1,,10821.5,12733.4,0.0,17122.0
921,Curtiss-Wright,2505.9,4.8,267.2,32.7,4103.5,5771.0,-58.0,7800.0
922,MYR Group,2498.3,11.2,85.0,44.7,1121.1,1594.5,-16.0,7600.0
923,Kontoor Brands,2475.9,,195.4,,1533.0,2325.3,0.0,14000.0
924,Liberty Energy,2470.8,155.8,179.2,,2040.7,2757.9,0.0,3601.0
925,Knights of Columbus,2467.5,4.9,130.3,37.2,28838.4,,-47.0,749.0
926,AdaptHealth,2465.1,133.4,156.2,,5250.5,2146.6,0.0,10700.0
927,MillerKnoll,2465.1,-0.9,173.1,,2061.9,2617.7,-84.0,7600.0
928,Equity Residential,2464.0,-4.2,1332.9,45.9,21169.2,33802.5,-104.0,2400.0
929,DexCom,2448.5,27.1,154.7,-68.7,4863.6,49824.5,47.0,6650.0
930,Rollins,2424.3,12.2,350.7,34.5,1980.9,17260.7,-9.0,16482.0
931,Genesco,2422.1,35.6,114.9,,1562.1,868.7,0.0,11700.0
932,Bruker,2417.9,21.7,277.1,75.6,3650.0,9694.7,26.0,7765.0
933,Joann,2417.6,-12.5,56.7,-73.3,2362.2,463.2,-142.0,13530.0
934,Wolverine World Wide,2414.9,34.8,68.6,,2586.4,1836.1,0.0,4400.0
935,Gray Television,2413.0,1.3,90.0,-78.0,11108.0,2093.2,-68.0,8801.0
936,Affiliated Managers Group,2412.4,19.0,565.7,179.8,8876.4,5606.8,15.0,4050.0
937,Summit Materials,2409.7,3.3,152.2,10.3,4239.1,3687.8,-50.0,5500.0
938,SLM,2409.3,2.4,1160.5,31.8,29221.9,5129.7,-59.0,1450.0
939,Belden,2408.1,22.1,63.9,,3417.7,2492.5,25.0,7400.0
940,Allison Transmission Holdings,2402.0,15.4,442.0,47.8,4457.0,3810.6,3.0,3400.0
941,Element Solutions,2399.8,29.5,203.3,168.6,5138.4,5434.8,0.0,5300.0
942,Portland General Electric,2396.0,11.7,244.0,57.4,9494.0,4940.0,-16.0,2839.0
943,REV Group,2380.8,4.5,44.4,,1238.3,843.4,-41.0,6800.0
944,Acadia Healthcare,2376.9,-25.9,190.6,,4768.1,5891.3,-235.0,19200.0
945,Alexandria Real Estate Equities,2373.6,2.9,571.2,-25.9,30219.4,32188.6,-55.0,559.0
946,Nordson,2362.2,11.4,454.4,82.1,3791.0,13157.1,-12.0,6813.0
947,NewMarket,2356.1,17.2,190.9,-29.4,2558.4,3346.7,7.0,2104.0
948,Ohio National Mutual,2346.5,7.5,85.2,-177495.8,40795.0,,-34.0,1082.0
949,Stepan,2346.0,25.5,137.8,8.7,2065.6,2215.6,43.0,2439.0
950,Valhi,2335.4,24.3,127.2,130.4,3005.2,828.8,39.0,2847.0
951,Hilton Grand Vacations,2335.0,161.2,176.0,,8008.0,6247.9,0.0,13000.0
952,Cooper-Standard Holdings,2330.2,-1.9,322.8,,2226.5,149.0,-82.0,21300.0
953,Etsy,2329.1,35.0,493.5,41.3,3831.8,15787.7,0.0,2402.0
954,Crocs,2313.4,66.9,725.7,132.0,1545.1,4676.2,0.0,5770.0
955,Olympic Steel,2312.3,87.4,121.1,,1023.6,427.8,0.0,1642.0
956,Signature Bank,2311.3,15.2,918.4,73.8,118445.4,18416.9,0.0,1854.0
957,SBA Communications,2308.8,10.8,237.6,885.8,9801.7,37168.7,-15.0,1596.0
958,Murphy Oil,2300.1,16.7,73.7,,10304.9,6275.3,7.0,696.0
959,Entegris,2298.9,23.6,409.1,38.7,3191.9,17830.9,38.0,6850.0
960,AvalonBay Communities,2294.9,-0.3,1004.3,21.3,19902.0,34710.3,-64.0,2883.0
961,Saia,2288.7,25.6,253.2,83.1,1845.3,6438.4,0.0,11600.0
962,E.W. Scripps,2283.5,19.2,122.7,-54.4,6658.3,1718.3,17.0,5600.0
963,TTEC Holdings,2273.1,16.6,141.0,18.8,1996.8,3878.0,11.0,65000.0
964,Sun Communities,2272.6,62.5,380.2,188.8,13494.1,20372.8,0.0,5455.0
965,Alpha Metallurgical Resources,2258.6,36.7,288.8,,1857.7,2447.5,0.0,3500.0
966,GEO Group,2256.6,-4.0,77.4,-31.5,4537.4,809.8,-83.0,15800.0
967,Viasat,2256.1,-2.3,3.7,,5349.5,3630.4,-75.0,5800.0
968,Benchmark Electronics,2255.3,9.8,35.8,154.5,1903.9,881.4,-18.0,10900.0
969,Kar Auction Services,2251.6,2.9,66.5,13200.0,7417.2,2187.3,-56.0,8928.0
970,TTM Technologies,2248.7,,54.4,-69.4,3025.5,1506.2,-65.0,16100.0
971,Kirby,2246.7,3.5,247.0,,5399.1,4345.9,-51.0,5125.0
972,Woodward,2245.8,-10.0,208.6,-13.2,4091.0,7882.4,-130.0,7200.0
973,Clear Channel Outdoor Holdings,2241.1,20.8,433.8,,5299.4,1630.9,27.0,4600.0
974,Spire,2235.5,20.5,271.7,206.7,9356.4,3713.6,25.0,3710.0
975,Vista Outdoor,2225.5,26.7,266.0,,1764.9,2007.9,0.0,5900.0
976,Surgery Partners,2225.1,19.6,70.9,,6117.6,4919.1,20.0,9600.0
977,LHC Group,2219.6,7.6,115.7,3.7,2895.6,5229.6,-30.0,23000.0
978,Amedisys,2214.1,6.9,209.1,13.9,1857.0,5603.9,-39.0,21000.0
979,Century Aluminum,2212.5,37.8,167.1,,1569.9,2400.3,0.0,2512.0
980,Arch Resources,2208.0,50.5,337.6,,2117.2,2126.2,0.0,3303.0
981,Aerojet Rocketdyne Holdings,2188.0,5.6,143.7,4.4,2433.6,3169.4,-36.0,5000.0
982,Sleep Number,2184.9,17.7,153.7,10.5,919.5,1123.7,16.0,5388.0
983,HNI,2184.4,11.7,59.8,42.7,1497.9,1568.7,-12.0,8000.0
984,Pure Storage,2180.8,29.5,143.3,,3135.3,10238.0,0.0,4200.0
985,TrueBlue,2173.6,17.7,61.6,,1033.2,995.6,0.0,6400.0
986,Party City Holdco,2171.1,17.3,6.5,,2711.9,402.6,0.0,11450.0
987,Dun & Bradstreet Holdings,2165.6,24.6,71.7,,9997.2,7554.0,0.0,6296.0
988,Dropbox,2157.9,12.7,335.8,,3091.3,8873.5,-8.0,2667.0
989,New Jersey Resources,2156.6,10.4,117.9,-39.2,5722.3,4405.4,-17.0,1251.0
990,Acushnet Holdings,2147.9,33.2,178.9,86.3,2005.8,2914.0,0.0,6500.0
991,Harsco,2147.0,14.6,3.2,,3053.9,969.7,0.0,12000.0
992,Beazer Homes USA,2140.3,0.6,122.0,133.6,2078.8,478.8,-61.0,1052.0
993,Chemed,2139.3,2.9,268.6,-15.9,1342.7,7592.5,-49.0,14137.0
994,Genesis Energy,2125.5,16.5,165.1,,5905.8,1435.4,0.0,1898.0
995,BWX Technologies,2124.1,,305.9,9.8,2501.4,4925.6,-63.0,6600.0
996,Vizio Holding,2124.0,4.0,39.4,-138.4,935.8,1705.1,0.0,800.0
997,1-800-Flowers.com,2122.2,42.5,118.7,101.1,1076.7,830.0,0.0,4800.0
998,Cowen,2112.8,30.2,295.6,36.6,8748.8,744.1,0.0,1534.0
999,Ashland Global Holdings,2111.0,-11.2,220.0,,6612.0,5601.9,-130.0,4100.0
1000,DocuSign,2107.2,45.0,70.0,,2541.3,21302.8,0.0,7461.0
